dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1289.35,88.20,66.21,75.64,0.77,vector_based_examples_dict_1,1475,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1289.35,88.10,63.31,73.67,0.77,vector_based_examples_dict_1,1412,distilroberta
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1289.32,88.80,29.06,43.79,0.77,vector_based_examples_dict_1,643,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1289.32,89.00,27.99,42.59,0.77,vector_based_examples_dict_1,618,distilroberta
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1211.61,85.62,87.28,86.44,0.72,vector_based_examples_dict_2,2003,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1211.61,86.23,85.09,85.66,0.72,vector_based_examples_dict_2,1939,distilroberta
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1211.60,85.92,73.28,79.10,0.72,vector_based_examples_dict_2,1676,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1211.59,86.07,71.40,78.05,0.72,vector_based_examples_dict_2,1630,distilroberta
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1199.92,85.64,74.66,79.77,0.66,join_examples_dict_1,1713,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1199.92,85.72,72.72,78.69,0.66,join_examples_dict_1,1667,distilroberta
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1199.91,84.87,57.96,68.88,0.66,join_examples_dict_1,1342,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1199.91,84.94,57.10,68.29,0.66,join_examples_dict_1,1321,distilroberta
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1215.05,86.49,86.01,86.25,0.72,join_examples_dict_2,1954,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 U zephyr-tf-p2,1215.04,86.82,83.46,85.11,0.72,join_examples_dict_2,1889,distilroberta
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1215.03,85.44,67.18,75.21,0.72,join_examples_dict_2,1545,MetaBlocking-Method
imdb,tmdb,D5,zephyr-ft-p2 ∩ zephyr-tf-p2,1215.03,85.45,65.75,74.32,0.72,join_examples_dict_2,1512,distilroberta
