dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
abt,buy,D2,gemma3n-z-p1,908.5394403934479,95.44468546637745,82.70676691729322,88.62034239677745,1.0,vector_based_examples_dict_1,922,TopKJoin
abt,buy,D2,gemma3n-z-p1,908.499162197113,93.01075268817203,81.296992481203,86.76028084252759,1.0,vector_based_examples_dict_1,930,distilroberta
abt,buy,D2,gemma3n-z-p2,889.3188676834106,94.81641468682506,82.5187969924812,88.24120603015075,1.0,vector_based_examples_dict_1,926,TopKJoin
abt,buy,D2,gemma3n-z-p2,889.3191773891449,91.97002141327623,80.73308270676691,85.98598598598599,1.0,vector_based_examples_dict_1,934,distilroberta
abt,buy,D2,qwen2.5-z-p1,528.8424377441406,98.2843137254902,75.37593984962406,85.31914893617021,1.0,vector_based_examples_dict_1,816,TopKJoin
abt,buy,D2,qwen2.5-z-p1,528.8425269126892,97.08383961117862,75.09398496240601,84.68468468468467,1.0,vector_based_examples_dict_1,823,distilroberta
abt,buy,D2,qwen2.5-z-p2,525.9362134933472,98.20359281437125,77.06766917293233,86.36124275934702,1.0,vector_based_examples_dict_1,835,TopKJoin
abt,buy,D2,qwen2.5-z-p2,525.9361572265625,97.03440094899169,76.8796992481203,85.78919769271107,1.0,vector_based_examples_dict_1,843,distilroberta
abt,buy,D2,llama3.1-z-p1,532.0684359073639,93.5195530726257,78.66541353383458,85.45176110260336,1.0,vector_based_examples_dict_1,895,TopKJoin
abt,buy,D2,llama3.1-z-p1,532.0689747333527,90.54505005561735,76.50375939849624,82.93428425878756,1.0,vector_based_examples_dict_1,899,distilroberta
abt,buy,D2,llama3.1-z-p2,529.7948794364929,93.6145952109464,77.16165413533834,84.59556929417825,1.0,vector_based_examples_dict_1,877,TopKJoin
abt,buy,D2,llama3.1-z-p2,529.7949566841125,91.35381114903299,75.46992481203007,82.65568708183223,1.0,vector_based_examples_dict_1,879,distilroberta
abt,buy,D2,orca2-z-p1,454.36736965179443,96.98067632850241,75.46992481203007,84.88372093023256,1.0,vector_based_examples_dict_1,828,TopKJoin
abt,buy,D2,orca2-z-p1,454.32044291496277,94.34416365824309,73.68421052631578,82.74406332453825,1.0,vector_based_examples_dict_1,831,distilroberta
abt,buy,D2,orca2-z-p2,451.16099739074707,96.29629629629629,75.75187969924812,84.79747501315097,1.0,vector_based_examples_dict_1,837,TopKJoin
abt,buy,D2,orca2-z-p2,451.1613509654999,94.6236559139785,74.43609022556392,83.32456601788533,1.0,vector_based_examples_dict_1,837,distilroberta
abt,buy,D2,openhermes-z-p1,456.9409260749817,96.14949037372594,79.79323308270678,87.21109399075499,1.0,vector_based_examples_dict_1,883,TopKJoin
abt,buy,D2,openhermes-z-p1,456.94195795059204,94.86607142857143,79.88721804511279,86.73469387755102,1.0,vector_based_examples_dict_1,896,distilroberta
abt,buy,D2,openhermes-z-p2,449.75052213668823,96.30459126539753,80.82706766917293,87.88962698007154,1.0,vector_based_examples_dict_1,893,TopKJoin
abt,buy,D2,openhermes-z-p2,449.7510175704956,94.01993355481729,79.79323308270678,86.32435180477887,1.0,vector_based_examples_dict_1,903,distilroberta
abt,buy,D2,zephyr-z-p1,491.3790073394776,94.44444444444444,81.48496240601504,87.48738647830474,0.9986059479553904,vector_based_examples_dict_1,918,TopKJoin
abt,buy,D2,zephyr-z-p1,491.37922239303595,92.24890829694323,79.4172932330827,85.35353535353535,0.9986059479553904,vector_based_examples_dict_1,916,distilroberta
abt,buy,D2,zephyr-z-p2,492.5422353744507,95.64220183486239,78.38345864661655,86.15702479338843,0.9948884758364313,vector_based_examples_dict_1,872,TopKJoin
abt,buy,D2,zephyr-z-p2,492.5896415710449,94.5516458569807,78.28947368421053,85.65552699228792,0.9948884758364313,vector_based_examples_dict_1,881,distilroberta
abt,buy,D2,gemma3n-ft-p1,1234.8361778259277,94.6236559139785,82.70676691729322,88.26479438314946,1.0,vector_based_examples_dict_1,930,TopKJoin
abt,buy,D2,gemma3n-ft-p1,1234.8363690376282,91.46211312700106,80.54511278195488,85.65717141429286,1.0,vector_based_examples_dict_1,937,distilroberta
abt,buy,D2,gemma3n-ft-p2,1142.6975619792938,95.35135135135135,82.89473684210526,88.68778280542988,1.0,vector_based_examples_dict_1,925,TopKJoin
abt,buy,D2,gemma3n-ft-p2,1142.6975450515747,92.94871794871796,81.76691729323309,87.0,1.0,vector_based_examples_dict_1,936,distilroberta
abt,buy,D2,gemma3n-tf-p1,1236.4174220561981,95.88888888888889,81.10902255639097,87.88187372708758,1.0,vector_based_examples_dict_1,900,TopKJoin
abt,buy,D2,gemma3n-tf-p1,1236.4177606105804,94.27312775330397,80.45112781954887,86.81541582150102,1.0,vector_based_examples_dict_1,908,distilroberta
abt,buy,D2,gemma3n-tf-p2,1142.8318665027618,96.09375,80.92105263157895,87.85714285714286,1.0,vector_based_examples_dict_1,896,TopKJoin
abt,buy,D2,gemma3n-tf-p2,1142.832068681717,94.8180815876516,80.82706766917293,87.26534753932013,1.0,vector_based_examples_dict_1,907,distilroberta
abt,buy,D2,qwen2.5-ft-p1,543.187876701355,98.16625916870416,75.46992481203007,85.33475026567481,1.0,vector_based_examples_dict_1,818,TopKJoin
abt,buy,D2,qwen2.5-ft-p1,543.1883177757263,97.46987951807229,76.03383458646617,85.42766631467794,1.0,vector_based_examples_dict_1,830,distilroberta
abt,buy,D2,qwen2.5-ft-p2,537.6003262996674,98.4126984126984,75.75187969924812,85.6080722251726,1.0,vector_based_examples_dict_1,819,TopKJoin
