dataset_1,dataset_2,dataset,model,time (sec),precision,recall,f1,good_behavior_response_rate,examples,total_matches,weights_extracted_from
imdb,tmdb,D5,gemma3n-z-p1,1066.9950232505798,84.74101726551562,92.41730279898219,88.41285296981499,1.0,vector_based_examples_dict_1,2143,TopKJoin
imdb,tmdb,D5,gemma3n-z-p1,1066.9443807601929,83.39604891815617,90.22900763358778,86.67807382058176,1.0,vector_based_examples_dict_1,2126,distilroberta
imdb,tmdb,D5,gemma3n-z-p2,1012.9813575744629,84.0573012939002,92.56997455470739,88.10850084766288,1.0,vector_based_examples_dict_1,2164,TopKJoin
imdb,tmdb,D5,gemma3n-z-p2,1012.981410741806,82.64115725618292,90.12722646310432,86.22200584225901,1.0,vector_based_examples_dict_1,2143,distilroberta
imdb,tmdb,D5,gemma3n-ft-p1,1464.2614266872408,83.17307692307693,79.23664122137404,81.15715402658327,1.0,vector_based_examples_dict_1,1872,TopKJoin
imdb,tmdb,D5,gemma3n-ft-p1,1464.2612695693972,81.89233278955955,76.6412213740458,79.17981072555203,1.0,vector_based_examples_dict_1,1839,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2,1372.1897823810577,82.99168975069252,76.23409669211196,79.46949602122018,1.0,vector_based_examples_dict_1,1805,TopKJoin
imdb,tmdb,D5,gemma3n-ft-p2,1372.1900372505188,81.82844243792326,73.79134860050891,77.6023548300776,1.0,vector_based_examples_dict_1,1772,distilroberta
imdb,tmdb,D5,gemma3n-tf-p1,1462.4279313087463,84.61538461538461,93.48600508905852,88.82978723404256,1.0,vector_based_examples_dict_1,2171,TopKJoin
imdb,tmdb,D5,gemma3n-tf-p1,1462.428194284439,83.4189631013545,90.89058524173028,86.9946419873356,1.0,vector_based_examples_dict_1,2141,distilroberta
imdb,tmdb,D5,gemma3n-tf-p2,1371.8496561050415,84.58352508053383,93.53689567430025,88.83518608023199,1.0,vector_based_examples_dict_1,2173,TopKJoin
imdb,tmdb,D5,gemma3n-tf-p2,1371.8506562709808,83.48924228250702,90.83969465648855,87.00950524006824,1.0,vector_based_examples_dict_1,2138,distilroberta
imdb,tmdb,D5,qwen2.5-z-p1,531.2360203266144,84.20128730251609,73.23155216284988,78.33424060968972,1.0,vector_based_examples_dict_1,1709,TopKJoin
imdb,tmdb,D5,qwen2.5-z-p1,531.2356600761414,83.05785123966942,71.6030534351145,76.90625854058486,1.0,vector_based_examples_dict_1,1694,distilroberta
imdb,tmdb,D5,qwen2.5-z-p2,527.2861459255219,84.77661334804192,78.21882951653944,81.36580201164637,1.0,vector_based_examples_dict_1,1813,TopKJoin
imdb,tmdb,D5,qwen2.5-z-p2,527.2856192588806,83.43524180100056,76.38676844783716,79.75557917109458,1.0,vector_based_examples_dict_1,1799,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p1,540.589839220047,85.57263262270699,87.83715012722647,86.69010547463586,1.0,vector_based_examples_dict_1,2017,TopKJoin
imdb,tmdb,D5,qwen2.5-ft-p1,540.5900354385376,84.32539682539682,86.51399491094148,85.40567696558652,1.0,vector_based_examples_dict_1,2016,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2,538.3740820884705,85.70731707317073,89.41475826972011,87.52179327521795,1.0,vector_based_examples_dict_1,2050,TopKJoin
imdb,tmdb,D5,qwen2.5-ft-p2,538.3735494613647,84.68688845401175,88.09160305343512,86.35569967572961,1.0,vector_based_examples_dict_1,2044,distilroberta
imdb,tmdb,D5,qwen2.5-tf-p1,537.9921572208405,84.95954307472631,90.83969465648855,87.80127889818003,1.0,vector_based_examples_dict_1,2101,TopKJoin
imdb,tmdb,D5,qwen2.5-tf-p1,537.9921782016754,83.45255126371006,89.05852417302799,86.164451009355,1.0,vector_based_examples_dict_1,2097,distilroberta
imdb,tmdb,D5,qwen2.5-tf-p2,538.0615332126617,85.34606205250597,90.99236641221374,88.07881773399015,1.0,vector_based_examples_dict_1,2095,TopKJoin
imdb,tmdb,D5,qwen2.5-tf-p2,538.1074635982513,83.92344497607655,89.26208651399492,86.51048088779284,1.0,vector_based_examples_dict_1,2090,distilroberta
imdb,tmdb,D5,llama3.1-z-p1,538.6882872581482,80.12392755004767,85.54707379134861,82.74673886290918,0.9986601909227936,vector_based_examples_dict_1,2098,TopKJoin
imdb,tmdb,D5,llama3.1-z-p1,538.6894354820251,76.60465116279069,83.81679389312977,80.04860267314702,0.9986601909227936,vector_based_examples_dict_1,2150,distilroberta
imdb,tmdb,D5,llama3.1-z-p2,534.7548177242279,80.05725190839695,85.3944020356234,82.639743905442,0.998325238653492,vector_based_examples_dict_1,2096,TopKJoin
imdb,tmdb,D5,llama3.1-z-p2,534.8025252819061,75.84295612009238,83.56234096692113,79.51573849878935,0.998325238653492,vector_based_examples_dict_1,2165,distilroberta
imdb,tmdb,D5,llama3.1-ft-p1,548.1665091514587,81.14571746384873,74.24936386768448,77.54451235716185,0.9978228102495394,vector_based_examples_dict_1,1798,TopKJoin
imdb,tmdb,D5,llama3.1-ft-p1,548.1660225391388,79.41834451901566,72.264631043257,75.67279509725553,0.9978228102495394,vector_based_examples_dict_1,1788,distilroberta
imdb,tmdb,D5,llama3.1-ft-p2,550.5164043903351,79.92125984251969,82.64631043256998,81.26094570928196,0.9956456204990788,vector_based_examples_dict_1,2032,TopKJoin
imdb,tmdb,D5,llama3.1-ft-p2,550.5164976119995,78.17109144542773,80.91603053435115,79.5198799699925,0.9956456204990788,vector_based_examples_dict_1,2034,distilroberta
imdb,tmdb,D5,llama3.1-tf-p1,546.1977064609528,79.86516853932585,90.43256997455471,84.82100238663486,0.9986601909227936,vector_based_examples_dict_1,2225,TopKJoin
imdb,tmdb,D5,llama3.1-tf-p1,546.1956968307495,77.14285714285715,87.93893129770993,82.18787158145065,0.9986601909227936,vector_based_examples_dict_1,2240,distilroberta
imdb,tmdb,D5,llama3.1-tf-p2,548.233491897583,80.42609853528629,92.21374045801527,85.91749644381223,0.9966504773069838,vector_based_examples_dict_1,2253,TopKJoin
imdb,tmdb,D5,llama3.1-tf-p2,548.2835965156555,77.77286787450286,89.56743002544529,83.25449385052033,0.9966504773069838,vector_based_examples_dict_1,2263,distilroberta
imdb,tmdb,D5,orca2-z-p1,396.4993119239807,78.78165639972622,58.57506361323155,67.19206071220081,0.991123764863507,vector_based_examples_dict_1,1461,TopKJoin
imdb,tmdb,D5,orca2-z-p1,396.49999237060547,76.79409792085849,58.269720101781175,66.26157407407408,0.991123764863507,vector_based_examples_dict_1,1491,distilroberta
imdb,tmdb,D5,orca2-z-p2,381.88457798957825,82.27665706051873,58.11704834605598,68.11810319117208,0.9984927147881428,vector_based_examples_dict_1,1388,TopKJoin
imdb,tmdb,D5,orca2-z-p2,381.88515400886536,81.4172089660159,57.3027989821883,67.26403823178016,0.9984927147881428,vector_based_examples_dict_1,1383,distilroberta
imdb,tmdb,D5,orca2-ft-p1,398.7731328010559,79.59401709401709,37.913486005089055,51.361599448466045,0.9994975715960476,vector_based_examples_dict_1,936,TopKJoin
imdb,tmdb,D5,orca2-ft-p1,398.77229595184326,78.24601366742597,34.961832061068705,48.32922968695041,0.9994975715960476,vector_based_examples_dict_1,878,distilroberta
imdb,tmdb,D5,orca2-ft-p2,395.2597074508667,82.09677419354838,51.80661577608142,63.52574102964118,1.0,vector_based_examples_dict_1,1240,TopKJoin
imdb,tmdb,D5,orca2-ft-p2,395.21039509773254,81.35021097046413,49.05852417302799,61.20634920634921,1.0,vector_based_examples_dict_1,1185,distilroberta
imdb,tmdb,D5,orca2-tf-p1,396.8805637359619,82.09606986899564,38.26972010178117,52.20409580006942,1.0,vector_based_examples_dict_1,916,TopKJoin
imdb,tmdb,D5,orca2-tf-p1,396.88081645965576,80.60046189376443,35.521628498727736,49.31119745672907,1.0,vector_based_examples_dict_1,866,distilroberta
imdb,tmdb,D5,orca2-tf-p2,395.2407455444336,82.27060653188181,53.84223918575064,65.08766533374347,1.0,vector_based_examples_dict_1,1286,TopKJoin
imdb,tmdb,D5,orca2-tf-p2,395.2398784160614,81.10047846889952,51.7557251908397,63.187325256290784,1.0,vector_based_examples_dict_1,1254,distilroberta
imdb,tmdb,D5,openhermes-z-p1,389.75297260284424,82.97082228116712,79.59287531806616,81.24675324675324,0.9998325238653492,vector_based_examples_dict_1,1885,TopKJoin
imdb,tmdb,D5,openhermes-z-p1,389.8018584251404,80.31007751937985,79.08396946564885,79.69230769230768,0.9998325238653492,vector_based_examples_dict_1,1935,distilroberta
imdb,tmdb,D5,openhermes-z-p2,387.59944057464594,81.5108293713682,78.52417302798982,79.98963193364438,0.9998325238653492,vector_based_examples_dict_1,1893,TopKJoin
imdb,tmdb,D5,openhermes-z-p2,387.599736213684,78.78787878787878,78.06615776081425,78.42535787321063,0.9998325238653492,vector_based_examples_dict_1,1947,distilroberta
imdb,tmdb,D5,openhermes-ft-p1,403.0472733974457,83.33333333333334,84.7328244274809,84.02725208175626,1.0,vector_based_examples_dict_1,1998,TopKJoin
imdb,tmdb,D5,openhermes-ft-p1,403.0473623275757,82.26376958059626,82.84987277353689,82.55578093306288,1.0,vector_based_examples_dict_1,1979,distilroberta
imdb,tmdb,D5,openhermes-ft-p2,403.6426525115967,84.55026455026456,81.32315521628499,82.90531776913099,0.9998325238653492,vector_based_examples_dict_1,1890,TopKJoin
imdb,tmdb,D5,openhermes-ft-p2,403.59426856040955,83.58288770053476,79.54198473282442,81.51238591916558,0.9998325238653492,vector_based_examples_dict_1,1870,distilroberta
imdb,tmdb,D5,openhermes-tf-p1,404.84946870803833,82.63084761463641,90.78880407124682,86.51794374393792,0.9998325238653492,vector_based_examples_dict_1,2159,TopKJoin
imdb,tmdb,D5,openhermes-tf-p1,404.8501076698303,80.64814814814815,88.65139949109415,84.46060606060605,0.9998325238653492,vector_based_examples_dict_1,2160,distilroberta
imdb,tmdb,D5,openhermes-tf-p2,404.4197411537171,83.53336533845416,88.54961832061069,85.96837944664031,0.9998325238653492,vector_based_examples_dict_1,2083,TopKJoin
imdb,tmdb,D5,openhermes-tf-p2,404.41991829872137,82.37288135593221,86.56488549618321,84.41687344913153,0.9998325238653492,vector_based_examples_dict_1,2065,distilroberta
imdb,tmdb,D5,zephyr-z-p1,437.3328511714935,84.41780821917808,75.26717557251908,79.58030669895078,0.9807402445151566,vector_based_examples_dict_1,1752,TopKJoin
imdb,tmdb,D5,zephyr-z-p1,437.33351063728327,83.24958123953098,75.87786259541984,79.39297124600638,0.9807402445151566,vector_based_examples_dict_1,1791,distilroberta
imdb,tmdb,D5,zephyr-z-p2,436.8271427154541,84.07022106631989,65.80152671755725,73.82243791036255,0.9815776251884106,vector_based_examples_dict_1,1538,TopKJoin
imdb,tmdb,D5,zephyr-z-p2,436.8276207447052,83.52417302798982,66.81933842239187,74.24370935821318,0.9815776251884106,vector_based_examples_dict_1,1572,distilroberta
imdb,tmdb,D5,zephyr-ft-p1,824.7353324890137,81.91268191268192,20.050890585241728,32.21586263286999,0.7064143359571261,vector_based_examples_dict_1,481,TopKJoin
imdb,tmdb,D5,zephyr-ft-p1,824.7353184223175,81.53526970954357,20.0,32.12096444626073,0.7064143359571261,vector_based_examples_dict_1,482,distilroberta
imdb,tmdb,D5,zephyr-ft-p2,854.3997840881348,73.82198952879581,7.175572519083969,13.079777365491651,0.5910232791827165,vector_based_examples_dict_1,191,TopKJoin
imdb,tmdb,D5,zephyr-ft-p2,854.3997669219971,71.7948717948718,7.124681933842239,12.962962962962965,0.5910232791827165,vector_based_examples_dict_1,195,distilroberta
imdb,tmdb,D5,zephyr-tf-p1,656.9925420284271,85.48972188633616,35.979643765903305,50.64469914040115,0.7856305476469603,vector_based_examples_dict_1,827,TopKJoin
imdb,tmdb,D5,zephyr-tf-p1,656.993185043335,85.31553398058253,35.776081424936386,50.412334169953375,0.7856305476469603,vector_based_examples_dict_1,824,distilroberta
imdb,tmdb,D5,zephyr-tf-p2,630.439254283905,82.56274768824306,31.806615776081426,45.92211609110948,0.7149556188243176,vector_based_examples_dict_1,757,TopKJoin
imdb,tmdb,D5,zephyr-tf-p2,630.4391458034515,81.79419525065963,31.552162849872772,45.53800954829232,0.7149556188243176,vector_based_examples_dict_1,758,distilroberta
imdb,tmdb,D5,gemma3n-ft-p1,1435.4837772846222,85.27894983591186,92.56997455470739,88.7750122010737,1.0,vector_based_examples_dict_2,2133,TopKJoin
imdb,tmdb,D5,gemma3n-ft-p1,1435.483543395996,84.30813124108415,90.22900763358778,87.16814159292035,1.0,vector_based_examples_dict_2,2103,distilroberta
imdb,tmdb,D5,gemma3n-ft-p2,1344.6810932159424,85.45454545454545,93.2824427480916,89.19708029197079,1.0,vector_based_examples_dict_2,2145,TopKJoin
imdb,tmdb,D5,gemma3n-ft-p2,1344.63316988945,84.34247871333964,90.73791348600508,87.42338808531504,1.0,vector_based_examples_dict_2,2114,distilroberta
imdb,tmdb,D5,gemma3n-tf-p1,1430.3537299633026,85.789726356217,90.94147582697201,88.2905138339921,1.0,vector_based_examples_dict_2,2083,TopKJoin
imdb,tmdb,D5,gemma3n-tf-p1,1430.3547220230103,85.07535245503159,89.05852417302799,87.0213823968175,1.0,vector_based_examples_dict_2,2057,distilroberta
imdb,tmdb,D5,gemma3n-tf-p2,1343.2423934936523,85.8286252354049,92.7735368956743,89.16605527023722,1.0,vector_based_examples_dict_2,2124,TopKJoin
imdb,tmdb,D5,gemma3n-tf-p2,1343.1945836544037,85.15325670498083,90.48346055979644,87.73747841105354,1.0,vector_based_examples_dict_2,2088,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p1,533.7567358016968,86.02204408817636,87.37913486005088,86.69527896995709,1.0,vector_based_examples_dict_2,1996,TopKJoin
imdb,tmdb,D5,qwen2.5-ft-p1,533.756411075592,85.15151515151516,85.80152671755725,85.47528517110267,1.0,vector_based_examples_dict_2,1980,distilroberta
imdb,tmdb,D5,qwen2.5-ft-p2,533.064459323883,86.05341246290801,88.54961832061069,87.28367193378482,1.0,vector_based_examples_dict_2,2022,TopKJoin
imdb,tmdb,D5,qwen2.5-ft-p2,533.1118507385254,85.08204873197414,87.07379134860051,86.06639839034204,1.0,vector_based_examples_dict_2,2011,distilroberta
imdb,tmdb,D5,qwen2.5-tf-p1,534.5927529335022,85.83415597235933,88.49872773536896,87.1460786770233,1.0,vector_based_examples_dict_2,2026,TopKJoin
imdb,tmdb,D5,qwen2.5-tf-p1,534.5935311317444,84.82142857142857,87.02290076335878,85.90806330067822,1.0,vector_based_examples_dict_2,2016,distilroberta
imdb,tmdb,D5,qwen2.5-tf-p2,534.3409168720245,85.68627450980392,88.95674300254453,87.29088639201,1.0,vector_based_examples_dict_2,2040,TopKJoin
imdb,tmdb,D5,qwen2.5-tf-p2,534.3889343738556,84.85446472619635,87.53180661577609,86.17234468937876,1.0,vector_based_examples_dict_2,2027,distilroberta
imdb,tmdb,D5,llama3.1-ft-p1,544.2750082015991,81.90255220417633,71.85750636132315,76.55191108701544,1.0,vector_based_examples_dict_2,1724,TopKJoin
imdb,tmdb,D5,llama3.1-ft-p1,544.2745943069458,81.16539140670983,70.17811704834605,75.27292576419214,1.0,vector_based_examples_dict_2,1699,distilroberta
imdb,tmdb,D5,llama3.1-ft-p2,540.6381812095642,80.26449643947102,80.30534351145037,80.2849147799542,0.9996650477306984,vector_based_examples_dict_2,1966,TopKJoin
imdb,tmdb,D5,llama3.1-ft-p2,540.639270067215,77.74405665149216,78.21882951653944,77.98072044647387,0.9996650477306984,vector_based_examples_dict_2,1977,distilroberta
imdb,tmdb,D5,llama3.1-tf-p1,542.8811984062195,82.14971209213053,87.12468193384224,84.56408989874045,1.0,vector_based_examples_dict_2,2084,TopKJoin
imdb,tmdb,D5,llama3.1-tf-p1,542.8325343132019,80.26819923371647,85.29262086513995,82.70416975080187,1.0,vector_based_examples_dict_2,2088,distilroberta
imdb,tmdb,D5,llama3.1-tf-p2,541.6869175434113,80.3391384051329,89.21119592875318,84.54304316373282,0.9996650477306984,vector_based_examples_dict_2,2182,TopKJoin
imdb,tmdb,D5,llama3.1-tf-p2,541.6875085830688,79.02707664066085,87.63358778625954,83.1081081081081,0.9996650477306984,vector_based_examples_dict_2,2179,distilroberta
imdb,tmdb,D5,orca2-ft-p1,397.1824779510498,78.85802469135803,52.01017811704835,62.68015946028825,0.9989951431920951,vector_based_examples_dict_2,1296,TopKJoin
imdb,tmdb,D5,orca2-ft-p1,397.1340091228485,76.83965917893106,50.483460559796434,60.933660933660924,0.9989951431920951,vector_based_examples_dict_2,1291,distilroberta
imdb,tmdb,D5,orca2-ft-p2,391.18412613868713,81.89209164818921,56.386768447837156,66.78722121760097,1.0,vector_based_examples_dict_2,1353,TopKJoin
imdb,tmdb,D5,orca2-ft-p2,391.1840317249298,80.40089086859689,55.11450381679389,65.39855072463769,1.0,vector_based_examples_dict_2,1347,distilroberta
imdb,tmdb,D5,orca2-tf-p1,395.84668087959284,80.2870090634441,54.096692111959285,64.63970811796898,0.9988276670574444,vector_based_examples_dict_2,1324,TopKJoin
imdb,tmdb,D5,orca2-tf-p1,395.84708142280573,77.97888386123681,52.62086513994911,62.83804314797934,0.9988276670574444,vector_based_examples_dict_2,1326,distilroberta
imdb,tmdb,D5,orca2-tf-p2,390.2107322216034,82.31292517006803,61.57760814249363,70.45123726346434,1.0,vector_based_examples_dict_2,1470,TopKJoin
imdb,tmdb,D5,orca2-tf-p2,390.2581627368927,80.76659822039699,60.05089058524173,68.88499708114418,1.0,vector_based_examples_dict_2,1461,distilroberta
imdb,tmdb,D5,openhermes-ft-p1,401.70641756057745,83.10847274689692,78.37150127226464,80.67050811943425,1.0,vector_based_examples_dict_2,1853,TopKJoin
imdb,tmdb,D5,openhermes-ft-p1,401.7071549892426,82.66522210184182,77.6590330788804,80.08396746260824,1.0,vector_based_examples_dict_2,1846,distilroberta
imdb,tmdb,D5,openhermes-ft-p2,397.673133611679,83.7471783295711,75.52162849872774,79.42199625367941,1.0,vector_based_examples_dict_2,1772,TopKJoin
imdb,tmdb,D5,openhermes-ft-p2,397.6730015277862,82.82828282828282,75.1145038167939,78.78302642113691,1.0,vector_based_examples_dict_2,1782,distilroberta
imdb,tmdb,D5,openhermes-tf-p1,400.7029442787171,84.47368421052632,81.67938931297711,83.05304010349288,1.0,vector_based_examples_dict_2,1900,TopKJoin
imdb,tmdb,D5,openhermes-tf-p1,400.6559720039368,83.06325143753267,80.8651399491094,81.94945848375451,1.0,vector_based_examples_dict_2,1913,distilroberta
imdb,tmdb,D5,openhermes-tf-p2,400.42949247360224,83.94320043691972,78.21882951653944,80.9799789251844,1.0,vector_based_examples_dict_2,1831,TopKJoin
imdb,tmdb,D5,openhermes-tf-p2,400.42946386337275,83.58862144420132,77.76081424936386,80.56947007645662,1.0,vector_based_examples_dict_2,1828,distilroberta
imdb,tmdb,D5,zephyr-ft-p1,2552.713443994522,81.83962264150944,35.31806615776081,49.3423391397085,0.8186233461731703,vector_based_examples_dict_2,848,TopKJoin
imdb,tmdb,D5,zephyr-ft-p1,2552.713481426239,81.60651920838184,35.67430025445293,49.64589235127479,0.8186233461731703,vector_based_examples_dict_2,859,distilroberta
imdb,tmdb,D5,zephyr-ft-p2,755.3039507865906,81.25894134477825,28.905852417302796,42.642642642642635,0.7193099983252387,vector_based_examples_dict_2,699,TopKJoin
imdb,tmdb,D5,zephyr-ft-p2,755.3040406703949,81.10014104372355,29.262086513994912,43.00673148840688,0.7193099983252387,vector_based_examples_dict_2,709,distilroberta
imdb,tmdb,D5,zephyr-tf-p1,498.7950007915497,84.05253283302065,68.3969465648855,75.42087542087542,0.9422207335454698,vector_based_examples_dict_2,1599,TopKJoin
imdb,tmdb,D5,zephyr-tf-p1,498.7468264102936,82.7250608272506,69.21119592875317,75.36713771127737,0.9422207335454698,vector_based_examples_dict_2,1644,distilroberta
imdb,tmdb,D5,zephyr-tf-p2,544.0545651912689,82.88474810213941,61.11959287531806,70.35735207967194,0.8807569921286217,vector_based_examples_dict_2,1449,TopKJoin
imdb,tmdb,D5,zephyr-tf-p2,544.055403470993,81.5930388219545,62.03562340966921,70.48279849667534,0.8807569921286217,vector_based_examples_dict_2,1494,distilroberta
imdb,tmdb,D5,gemma3n-ft-p1,1428.5253307819369,84.94623655913979,92.46819338422392,88.54775828460039,1.0,join_examples_dict_1,2139,TopKJoin
imdb,tmdb,D5,gemma3n-ft-p1,1428.5251808166506,83.82978723404256,90.22900763358778,86.91176470588235,1.0,join_examples_dict_1,2115,distilroberta
